"11000001",,,"pass","spa, aps, sap, asp, sapp, wsp, wspa, spap, assp,","pas, pass, pw, pwa, paw, paws,"
"00100001",,,,,
"10100001",,,,"xp, exp, appe, xpe, expe, ape, epa, eap, epea, xpa, expa, a', eape, a'a, x', ax',","pea, ppea, pape, 'a,"
"01100001",,"deep",,"spe, e's, esp, e'd, dep, espe, deep, sep, desp, depe, spee, eps, d', d's,","s, 'd, ped, pped, pes, pse,"
"11100001",,"we'd","passed","we', spea, depa, sepa, aspe, ewsp, we'd, weap, aped, weep, wep, apes, apse, swep, a's, xped, espa, dpa,","w, peas,"
"00010001","←",,,"tp, ttp,","pt,"
"10010001",,,"pat","apt, apta, tap, tapp,","pat, pta, patt, pf, ptat,"
"01010001",,,,,"pts, pst, ptc, pc,"
"11010001",,,"past","cap, capt, spac, scap, capa, apac, spat, fsp, ffsp, caps,","pac, past, pact, patc, psta, pats,"
"00110001",,,"per","t', rep, ept, rp, tep, r', er', rpr, re', ere',","pr, 't, per, pre, 'r, 're, pte, ppr, pet, pret,"
"10110001",,,"part","at', xper, epar, rap, appr, aper, apte, repa, xpr, expr, xpre, apar,","par, part, pare, pear, pra, perf, pera, para,"
"01110001",,"step","press","t's, spec, cep, cept, resp, step, r's, er's, re's, spr, sper, ccep, teps,","pres, pec, pers, pect, perc, prec, pted,"
"11110001",,"we're","perfect",,
"00001001","m",,,,
"10001001",,"am","man","am, amp, ama, apan, amm, ampa, amn, aman,","ma, man, pan, mpa, nam, mpan, mana, mma, mann, mman, nap, map,"
"01001001",,,"ms","sm, ssm,","ms, nsp, mps, nsm, mns, mms,"
"11001001",,,"mass","sam, sma, ams, span, ansp, amps, snap, asm, assm, ssma,","mas, maj, mass, jap, japa, mans, jam, mw, mpas, pans,"
"00101001",,,"my","em, eme, eem, emp, emen, eeme, emem,","me, my, n', men, pen, mem, 'm, y', mme, ppen, pene, py, mee,"
"10101001",,,"many","ame, ema, eam, an', xam, exam, eman, appy, xamp, amen, xpen,","may, mea, many, mean, name, pany, pay, pane, man',"
"01101001",,"seemed",,"dn', seem, sn', ems, emed, spen, dem, dm, emse, esn',","med, mes, mse, mys, pend, myse, y's, n's, mmed, pens,"
"11101001",,"same","made",,
"00011001",,,,"tm, bm,","mb, mpt, ntm, pb, mt, mpb,"
"10011001",,,,"fam, amb, tma, tnam, atm, apab, amat, bam, bama, amba, tam,","mat, matt, mf, mba, mpat, pant, pab, mant, mbat,"
"01011001",,,,"stm,","mst, mc, mbs, mpts, mcc, mcs,"
"11011001",,"camp","pants",,
"00111001",,"remember","mr","rm, rem, emb, erm, tem, embe, reme, rme, temp, tme, tmen,","n't, ment, met, mer, mbe, mber, mr, memb, meet,"
"10111001",,"army","matter",,
"01111001",,"spent","mrs",,
"11111001",,"came","parents",,
"00000101","!",,,,
"10000101",,,,"appi, api,","pai, ipa, pia, piz, pizz, iap, ippa,"
"01000101",,,,"spi, sip, ssip, sipp, skip, spis,","ips, isp, pis, kp, pk, pki, piss, kip, psi, kipp,"
"11000101",,,,"spai, wip, aspi, apk, apki, wipi, apis,","isap, ispa, kpa,"
"00100101",,,"i","epi, eepi, eppi,","i', pie, ippe, ipe, 'i, pipe, ppie, ip',"
"10100101",,,,"epai, z', eapi,","iz',"
"01100101",,,"keep","disp, espi, dip, spie, epis,","keep, i'd, kep, pid, ispe, pied, pies, pedi, iped, ip's, k', k's, ipes, kesp, psid,"
"11100101",,"speak","paid",,
"00010101",,"tip",,"tip, tipp,","pti, pit, ipt, ipti,"
"10010101",,,,"apit,","pati, pita, ptai, ipat, pav, ptia,"
"01010101",,,"pick","cip, spit, spic, scip, tips, ckp,","pic, pick, pict, icip, pici, pitc, pist, pics, ptic,"
"11010101",,,"pack",,
"00110101",,"trip","i've","rip, rpri, epti, trip, ript, e'v, e've,","pri, it', peri, 'v, 've, pir, i'v, i've, priv, piri, prev, pite, peti,"
"10110101",,,"private",,
"01110101",,,"it's",,
"11110101",,"we've","paris",,
"00001101",,,"him",,"im, mi, him, min, ph, imp, pin, hip, imi, ppin, mmi, imm, phi, mini, hm, nim, mmin, imin, pini, mpi,"
"10001101",,,"pain","ami, aim, amin, aph, anim, amaz,","hap, happ, ima, mai, main, pain, ham, pani, iam, mina, nima, pha, maz, impa,"
"01001101",,"ship","miss","ship, sim, smi, simp, simi, shm, spin,","mis, ims, hims, miss, hips, ism, mik, insp, ishm, hisp, nspi, jim, km,"
"11001101",,"spanish",,,
"00101101",,,"i'm","emi, emin, epin, eph,","ime, hem, he', i'm, mine, hey', phy, imme, pine, imen, phe, peni, hme, in', hmen, meh,"
"10101101",,,"happy",,
"01101101",,"she'd","mind",,
"11101101",,,"make",,
"00011101",,,,"tim, timi, bmi,","mit, mbi, mitt, mmit, imit, mbin, ntim, imb, mpti, ptin, mbit, intm, mith, itm, mitm, ptim, pth,"
"10011101",,,"path",,
"01011101",,"smith",,,
"11011101",,"captain","match",,
"00111101",,"them",,,
"10111101",,"remain","haven't",,
"01111101",,"didn't",,,
"11111101",,"that's","perhaps",,
"00000011",,,,,
"10000011",,,,"apo, appo,","opa, oap,"
"01000011",,,,"spo, sop, spos, sspo, spoo,","pos, poss, ppos, osp, ops, oops, opos, osop, pso,"
"11000011",,,,"soap,","pow, posa,"
"00100011",,,"pope","eop, epo,","peo, peop, ope, oppe, o', poe, oope, pope, oe', 'o, -p,"
"10100011",,,,"eapo, xpo, expo,","opea, -pa,"
"01100011",,,"possessed","espo, dop,","pose, oped, ospe, o's, osep, opes, od', od's, o'd, oe's, pod, oss',"
"11100011",,"exposed",,,
"00010011",,"top",,"top, topp, toop,","pot, opt, pto, pott, ptop,"
"10010011",,"gap",,"gap, apto, gapo, atop,","pag, pota, opag, paga,"
"01010011",,"stop","post","stop, cop, spot, tops, cops, coop, copp, gosp, copt, scop,","post, poc, pots, pco,"
"11010011",,,,,
"00110011",,"report","poor","rop, rope, repo, epor, rpo, ropo, ropp, rpor, roop,","pro, por, port, oper, ppor, prop, ppro, prog, poor, prot, orp,"
"10110011",,,"page",,
"01110011",,"stopped","process",,
"11110011",,,"power",,
"00001011",,,"up",,"om, mo, up, mu, pu, um, omp, mon, omm, pon, oom, mom, mpo, mou, upp, oup, upo, upon, uppo, num,"
"10001011",,,,"amo, amon, amou, apon, amu, ampu,","oma, ompa, oman, uma, uman, omma, pau, manu, mona, mau, upa, napo, mao, opam,"
"01001011",,"sum","jump","som, sup, supp, sum, spon, summ, smo, susp, ssum,","mos, mus, pons, mous, mpos, pus, ups, usp, ums, mons, oms,"
"11001011",,"woman",,,
"00101011",,,"money","emo, epu,","ome, on', omen, u', ou', you', open, mome, ume, mone, meo, omeo, meon, memo, omme, umen, ompe, umme,"
"10101011",,,,,
"01101011",,"some",,,
"11101011",,"women",,,
"00011011",,,"put","tom, tum, gm, bom, bomb, tup, ttom,","mot, put, umb, pub, mont, numb, mong, omb, mout, mput, upt, putt, ptu,"
"10011011",,"among",,,
"01011011",,,"most",,
"11011011",,"famous","moscow",,
"00111011",,,"more",,
"10111011",,"from",,,
"01111011",,"don't","person",,
"11111011",,"company","major",,
"00000111",,,"pool",,"pl, opl, lp, poi, pol, pli, poli, plo, ppl, lip, lop, opi, pil, ipl, ppli, ppoi, lipp, oppi, pill, pilo,"
"10000111",,,"lap","appl, apol, alp,","pla, plai, pal, lap, pala, ipal, llap, pola, lapp, ppal, pall, ppla, palo,"
"01000111",,"slip","lips","spok, spl, slip, spli, spoi, spio,","posi, pok, lips, ospi, plis, ispl, ispo, lps, plos, pois, piso, kpl, opk, opki,"
"11000111",,,,,
"00100111",,,"people","eopl, elp, epl, elop, e'l, e'll, epli,","ple, ople, 'l, 'll, plie, i'l, i'll, leep, iple, lope, pel, pple, lep,"
"10100111",,"apple","pale",,
"01100111",,"spoke","people's",,
"11100111",,"we'll","please",,
"00010111",,,"pilot","topi, tipl, tpl,","ptio, opti, ptl, pig, plit, pov, pilg, plot, ltip, lpt, lpit,"
"10010111",,,,,
"01010111",,"split","politics",,
"11010111",,"capital","political",,
"00110111",,,"prove",,
"10110111",,"april","plate",,
"01110111",,"replied","police",,
"11110111",,,"place",,
"00001111",,,"million",,"mil, mpl, hom, lm, omi, poin, ompl, impo, hop, mili, pul, impl, lmo, hum, omin, pho, minu, lim, muni, pull,"
"10001111",,,"human",,
"01001111",,"shop","mission",,
"11001111",,"small",,,
"00101111",,,"home",,
"10101111",,"example","play",,
"01101111",,"simply","pulled",,
"11101111",,"explained","played",,
"00011111",,,"might",,
"10011111",,"film","imagination",,
"01011111",,,"much",,
"11011111",,"almost","making",,
"00111111",,"government","mother",,
"10111111",,"family","important",,
"01111111",,"something","possible",,
"11111111",,"especially","himself",,
